,time,agent_a,agent_b,use_condom,is_transmission
0,0,2,3,True,False
1,0,4,6,True,False
2,1,4,6,True,False
3,1,0,6,True,False
4,3,0,2,True,False
5,4,0,2,True,False
6,5,2,7,True,False
7,5,7,8,False,False
8,5,0,2,True,False
9,5,5,9,True,False
10,5,1,4,True,False
11,5,0,3,True,False
12,6,1,4,True,False
13,6,4,8,True,False
14,6,1,5,True,False
15,6,2,7,True,False
16,6,2,3,True,False
17,6,0,3,True,False
18,8,0,3,True,False
19,8,2,7,True,False
20,9,4,9,True,False
21,9,0,8,True,False
22,9,0,3,True,False
23,9,2,7,True,False
24,10,3,7,True,False
25,12,1,3,True,False
26,12,2,5,True,False
27,12,4,9,True,False
28,13,3,6,True,False
29,13,3,7,True,False
30,13,7,8,False,False
31,13,2,5,True,False
32,13,4,9,True,False
33,14,6,7,False,False
34,14,7,8,False,False
35,14,3,6,True,False
36,15,4,7,True,False
37,15,4,8,True,False
38,15,0,8,True,False
39,15,7,8,False,False
40,16,0,7,True,False
41,16,2,7,True,False
42,17,0,7,True,False
43,18,2,7,True,False
44,19,4,6,True,False
45,19,0,7,True,False
46,20,2,6,True,False
47,20,3,9,True,False
48,20,0,2,True,False
49,21,3,9,True,False
50,23,0,2,True,False
51,23,3,7,True,False
52,23,5,8,True,False
53,24,3,8,True,False
54,25,3,8,True,False
55,25,7,9,True,False
56,25,5,8,True,False
57,26,0,8,True,False
58,27,7,9,True,False
59,27,5,8,True,False
60,28,7,9,True,False
61,28,1,3,True,False
62,28,5,8,True,False
63,29,4,6,True,False
64,29,1,3,True,False
65,30,0,8,True,False
66,31,8,9,True,True
67,31,1,5,True,False
68,31,2,4,True,False
69,32,2,7,True,False
70,32,0,3,True,False
71,33,1,7,True,False
72,33,3,5,True,False
73,33,2,7,True,False
74,33,0,8,True,False
75,34,6,7,False,False
76,34,2,4,True,False
77,34,1,4,True,False
78,34,1,2,True,False
79,35,2,4,True,False
80,35,6,7,False,False
81,35,1,4,True,False
82,36,1,3,True,False
83,36,8,9,True,False
84,36,2,4,True,False
85,36,6,7,False,False
86,37,6,7,False,False
87,37,2,4,True,False
88,38,3,9,True,False
89,38,0,8,True,False
90,39,3,9,True,False
91,39,1,2,True,False
92,40,3,9,True,False
93,40,0,4,True,False
94,40,0,8,True,False
95,42,6,7,False,False
96,42,0,4,True,False
97,43,0,4,True,False
98,43,0,8,True,False
99,44,0,4,True,False
100,44,0,8,True,False
101,45,2,3,True,False
102,45,1,7,True,False
103,46,4,8,True,False
104,46,5,6,True,False
105,46,2,7,True,False
106,47,0,8,True,False
107,48,1,5,True,False
108,48,7,8,False,True
109,49,7,8,False,True
110,49,0,7,True,False
111,49,1,3,True,False
112,50,1,3,True,False
113,50,2,8,True,False
114,51,5,9,True,False
115,51,3,5,True,False
116,51,3,6,True,False
117,51,2,8,True,False
118,51,7,8,False,True
119,52,2,8,True,False
120,52,5,9,True,False
121,52,3,5,True,False
122,53,3,5,True,False
123,53,2,7,True,False
124,53,2,8,True,False
125,53,4,8,True,False
126,54,3,6,True,False
127,54,7,8,False,True
128,54,4,8,True,False
129,55,3,9,True,False
130,55,0,5,True,False
131,56,3,9,True,False
132,57,1,3,True,False
133,57,3,9,True,True
