,time,agent_a,agent_b,use_condom,is_transmission
0,0,0,6,True,False
1,1,3,9,True,False
2,1,0,3,True,False
3,1,0,4,True,False
4,2,0,3,True,False
5,2,0,4,True,False
6,2,1,9,True,False
7,3,5,9,True,False
8,3,3,4,True,False
9,3,1,5,True,False
10,4,3,6,True,False
11,4,0,1,True,False
12,4,0,9,True,False
13,5,1,9,True,False
14,5,0,9,True,False
15,5,3,4,True,False
16,6,0,9,True,False
17,6,0,8,True,False
18,7,0,9,True,False
19,7,5,6,True,False
20,7,2,7,True,False
21,8,0,9,True,False
22,8,4,9,True,False
23,8,0,4,True,False
24,9,1,8,True,False
25,9,0,4,True,False
26,9,4,9,True,False
27,9,0,9,True,False
28,10,0,9,True,False
29,11,1,8,True,False
30,11,0,8,True,False
31,11,0,4,True,False
32,11,4,9,True,False
33,11,2,3,True,False
34,11,0,9,True,False
35,12,4,9,True,False
36,12,0,8,True,False
37,12,1,8,True,False
38,12,0,9,True,False
39,12,2,5,True,False
40,13,4,9,True,False
41,13,0,8,True,False
42,13,1,8,True,False
43,13,3,6,True,False
44,14,4,9,True,False
45,14,0,9,True,False
46,14,0,8,True,False
47,15,0,4,True,False
48,15,0,9,True,False
49,16,0,8,True,False
50,16,8,9,True,False
51,16,5,6,True,True
52,16,0,9,True,False
53,16,3,9,True,False
54,16,3,5,True,True
55,17,0,8,True,False
56,17,0,9,True,False
57,17,3,5,True,False
58,17,8,9,True,False
59,17,5,6,True,False
60,18,8,9,True,False
61,18,3,5,True,False
62,18,3,9,True,False
63,18,0,1,True,False
64,19,0,8,True,False
65,19,1,8,True,False
66,19,2,4,True,False
67,20,8,9,True,False
68,20,0,1,True,False
69,21,8,9,True,False
70,21,1,4,True,False
71,21,3,4,True,False
72,21,1,3,True,False
73,21,3,8,True,False
74,22,5,6,True,False
75,22,3,4,True,False
76,23,0,1,True,False
77,23,3,8,True,False
78,23,8,9,True,False
79,23,3,9,True,False
80,24,3,9,True,False
81,24,0,3,True,False
82,24,3,8,True,True
83,24,0,8,True,False
84,25,0,3,True,False
85,25,3,9,True,False
86,25,3,8,True,False
87,25,8,9,True,False
88,25,4,7,True,False
89,25,0,8,True,True
90,26,3,8,True,True
91,26,3,9,True,False
92,26,0,8,True,False
93,26,8,9,True,False
94,27,3,9,True,False
95,28,5,6,True,False
96,28,3,9,True,False
97,29,5,6,True,False
98,29,1,7,True,False
99,29,3,9,True,False
100,30,2,9,True,False
101,30,3,9,True,False
102,30,4,9,True,False
103,30,2,3,True,False
104,30,3,4,True,False
105,31,6,8,True,False
106,31,1,7,True,False
107,31,3,9,True,False
108,31,3,4,True,False
109,32,3,9,True,False
110,32,4,9,True,False
111,32,5,8,True,False
112,32,3,4,True,False
113,33,4,9,True,False
114,33,3,4,True,True
115,33,2,3,True,False
116,33,0,5,True,False
117,34,4,9,True,False
118,34,0,5,True,True
119,35,3,4,True,False
120,35,4,9,True,True
121,35,8,9,True,False
122,35,3,9,True,False
123,35,6,8,True,False
124,35,0,5,True,False
125,36,6,8,True,False
126,36,0,5,True,False
127,36,1,2,True,False
128,36,1,3,True,False
129,37,0,6,True,False
130,37,6,8,True,False
131,37,5,6,True,False
132,37,5,8,True,False
133,37,3,9,True,False
134,38,5,6,True,False
135,38,5,8,True,False
136,38,6,8,True,False
137,38,0,8,True,False
138,39,3,9,True,False
139,39,5,8,True,False
140,39,0,5,True,False
141,40,0,5,True,False
142,40,3,9,True,False
143,41,0,9,True,True
144,41,0,5,True,False
145,41,6,8,True,False
146,41,5,9,True,False
147,42,0,2,True,False
148,42,2,5,True,False
149,43,0,2,True,False
150,43,2,9,True,False
151,43,1,2,True,False
152,43,5,8,True,False
153,43,0,5,True,False
154,43,4,7,True,True
155,43,0,9,True,False
156,44,2,5,True,False
157,44,2,9,True,False
158,44,1,2,True,False
159,44,0,8,True,False
160,44,5,9,True,False
