,num_infected,num_interactions,num_interactions_condoms
0,1,0,0
1,1,0,0
2,1,0,0
3,1,0,0
4,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,0,0
9,1,0,0
10,1,1,1
11,1,1,1
12,1,1,1
13,1,1,1
14,1,1,1
15,1,1,1
16,1,1,1
17,1,1,1
18,1,1,1
19,1,1,1
20,1,1,1
21,1,1,1
22,1,1,1
23,1,1,1
24,1,1,1
25,1,1,1
26,1,1,1
27,1,1,1
28,1,1,1
29,1,1,1
30,1,1,1
31,1,1,1
32,1,1,1
33,1,1,1
34,1,1,1
35,1,1,1
36,1,1,1
37,1,1,1
38,1,1,1
39,1,1,1
40,1,1,1
41,1,1,1
42,1,1,1
43,1,1,1
44,1,1,1
45,1,1,1
46,1,1,1
47,1,1,1
48,1,2,2
49,1,2,2
50,1,2,2
51,1,2,2
52,1,2,2
53,1,2,2
54,1,2,2
55,1,2,2
56,1,2,2
57,1,2,2
58,1,2,2
59,1,2,2
60,1,2,2
61,1,2,2
62,1,2,2
63,1,2,2
64,1,2,2
65,1,2,2
66,1,2,2
67,1,2,2
68,1,2,2
69,1,3,3
70,1,3,3
71,1,3,3
72,1,3,3
73,1,3,3
74,1,3,3
75,1,3,3
76,1,3,3
77,1,3,3
78,1,3,3
79,1,3,3
80,1,3,3
81,1,3,3
82,1,3,3
83,1,3,3
84,1,3,3
85,1,3,3
86,1,3,3
87,1,3,3
88,1,3,3
89,1,3,3
90,1,3,3
91,1,3,3
92,1,3,3
93,1,3,3
94,1,3,3
95,1,3,3
96,1,3,3
97,1,3,3
98,1,3,3
99,1,3,3
